"overallWeekNum","storeNum","productNum","units","weekInYearNum","totalRevenue","isFeature","isDisplay","pricePerCan"
52,1,89,15,52,7.5,FALSE,FALSE,0.5
52,2,89,8,52,6.2,FALSE,FALSE,0.775
52,3,89,27,52,18.3,FALSE,FALSE,0.677777777777778
52,4,89,15,52,11.85,FALSE,FALSE,0.79
52,5,89,31,52,24.18,FALSE,TRUE,0.78
52,6,89,8,52,6.9,FALSE,FALSE,0.8625
52,7,89,73,52,37.95,TRUE,TRUE,0.51986301369863
52,8,89,7,52,6.23,FALSE,FALSE,0.89
52,9,89,7,52,5.53,FALSE,FALSE,0.79
52,10,89,2,52,1.78,FALSE,FALSE,0.89
52,12,89,64,52,50.56,FALSE,FALSE,0.79
52,13,89,18,52,12.24,FALSE,FALSE,0.68
53,1,89,18,1,9,FALSE,FALSE,0.5
53,2,89,3,1,2.67,FALSE,FALSE,0.89
53,3,89,7,1,4.41,FALSE,FALSE,0.63
53,4,89,2,1,1.58,FALSE,FALSE,0.79
53,5,89,18,1,14.04,FALSE,FALSE,0.78
53,7,89,29,1,14.5,FALSE,TRUE,0.5
53,8,89,2,1,1.78,FALSE,FALSE,0.89
53,9,89,5,1,3.95,FALSE,FALSE,0.79
53,10,89,2,1,1.78,FALSE,FALSE,0.89
53,11,89,3,1,1.5,FALSE,FALSE,0.5
53,12,89,24,1,18.96,FALSE,FALSE,0.79
53,13,89,18,1,11.34,FALSE,FALSE,0.63
54,1,89,9,2,4.5,FALSE,FALSE,0.5
54,2,89,4,2,3.33,FALSE,FALSE,0.8325
54,3,89,14,2,8.82,FALSE,FALSE,0.63
54,4,89,1,2,0.79,FALSE,FALSE,0.79
54,5,89,38,2,22.8,TRUE,FALSE,0.6
54,6,89,7,2,3.87,FALSE,FALSE,0.552857142857143
54,7,89,29,2,15.37,FALSE,TRUE,0.53
54,8,89,1,2,0.89,FALSE,FALSE,0.89
54,9,89,3,2,2.37,FALSE,FALSE,0.79
54,12,89,17,2,13.43,FALSE,FALSE,0.79
54,13,89,33,2,20.79,FALSE,FALSE,0.63
55,1,89,5,3,2.5,FALSE,FALSE,0.5
55,2,89,4,3,2.64,FALSE,FALSE,0.66
55,3,89,20,3,13.2,FALSE,FALSE,0.66
55,4,89,3,3,2.37,FALSE,FALSE,0.79
55,5,89,31,3,24.18,FALSE,TRUE,0.78
55,6,89,13,3,6.5,TRUE,TRUE,0.5
55,7,89,38,3,19.58,FALSE,TRUE,0.515263157894737
55,8,89,3,3,2.01,TRUE,FALSE,0.67
55,9,89,11,3,8.69,FALSE,FALSE,0.79
55,10,89,2,3,1.34,TRUE,FALSE,0.67
55,11,89,6,3,3,FALSE,FALSE,0.5
55,12,89,17,3,13.43,FALSE,FALSE,0.79
55,13,89,5,3,3.15,FALSE,FALSE,0.63
56,2,89,2,4,1.32,FALSE,FALSE,0.66
56,3,89,56,4,36.96,FALSE,TRUE,0.66
56,4,89,4,4,3.16,FALSE,FALSE,0.79
56,5,89,15,4,11.7,FALSE,TRUE,0.78
56,6,89,1,4,0.75,FALSE,FALSE,0.75
56,7,89,16,4,9.56,FALSE,FALSE,0.5975
56,9,89,12,4,8.28,TRUE,FALSE,0.69
56,10,89,4,4,2.68,TRUE,FALSE,0.67
56,11,89,7,4,3.5,TRUE,FALSE,0.5
56,12,89,18,4,14.22,FALSE,FALSE,0.79
56,13,89,5,4,3.15,FALSE,FALSE,0.63
57,1,89,14,5,7,FALSE,FALSE,0.5
57,3,89,5,5,3.4,FALSE,FALSE,0.68
57,4,89,1,5,0.79,FALSE,FALSE,0.79
57,5,89,6,5,4.68,FALSE,FALSE,0.78
57,6,89,3,5,2.25,FALSE,FALSE,0.75
57,7,89,17,5,11.89,FALSE,FALSE,0.699411764705882
57,8,89,1,5,0.99,FALSE,FALSE,0.99
57,9,89,2,5,1.58,FALSE,FALSE,0.79
57,10,89,3,5,2.67,FALSE,FALSE,0.89
57,12,89,21,5,16.59,FALSE,FALSE,0.79
57,13,89,35,5,23.8,FALSE,FALSE,0.68
58,1,89,5,6,2.5,FALSE,FALSE,0.5
58,2,89,1,6,0.66,FALSE,FALSE,0.66
58,3,89,17,6,11.56,FALSE,FALSE,0.68
58,4,89,5,6,3.95,FALSE,FALSE,0.79
58,5,89,14,6,10.92,FALSE,FALSE,0.78
58,7,89,8,6,5.44,FALSE,FALSE,0.68
58,9,89,7,6,5.53,FALSE,FALSE,0.79
58,10,89,6,6,5.34,FALSE,FALSE,0.89
58,11,89,2,6,1,FALSE,FALSE,0.5
58,12,89,16,6,12.64,FALSE,FALSE,0.79
58,13,89,30,6,20.4,FALSE,FALSE,0.68
59,1,89,10,7,5,FALSE,FALSE,0.5
59,2,89,6,7,3.96,FALSE,FALSE,0.66
59,3,89,14,7,9.52,FALSE,FALSE,0.68
59,4,89,2,7,1.58,FALSE,FALSE,0.79
59,5,89,19,7,14.82,FALSE,FALSE,0.78
59,7,89,17,7,11.03,FALSE,FALSE,0.648823529411765
59,8,89,2,7,1.98,FALSE,FALSE,0.99
59,9,89,5,7,3.95,FALSE,FALSE,0.79
59,10,89,2,7,1.78,FALSE,FALSE,0.89
59,11,89,2,7,1,FALSE,FALSE,0.5
59,12,89,15,7,11.85,FALSE,FALSE,0.79
59,13,89,12,7,7.56,FALSE,FALSE,0.63
60,1,89,3,8,1.5,FALSE,FALSE,0.5
60,2,89,12,8,7.92,FALSE,FALSE,0.66
60,3,89,11,8,7.48,FALSE,FALSE,0.68
60,4,89,2,8,1.58,FALSE,FALSE,0.79
60,5,89,12,8,9.36,FALSE,FALSE,0.78
60,7,89,3,8,2.17,FALSE,FALSE,0.723333333333333
60,9,89,6,8,4.74,FALSE,FALSE,0.79
60,10,89,1,8,0.89,FALSE,FALSE,0.89
60,11,89,1,8,0.5,FALSE,FALSE,0.5
60,12,89,25,8,19.75,FALSE,FALSE,0.79
60,13,89,24,8,15.12,FALSE,FALSE,0.63
61,1,89,19,9,9.5,FALSE,FALSE,0.5
61,2,89,2,9,1.32,FALSE,FALSE,0.66
61,3,89,15,9,9.9,TRUE,FALSE,0.66
61,5,89,13,9,10.14,FALSE,FALSE,0.78
61,7,89,20,9,12,FALSE,FALSE,0.6
61,8,89,2,9,1.98,FALSE,FALSE,0.99
61,9,89,14,9,11.06,FALSE,FALSE,0.79
61,10,89,2,9,1.78,FALSE,FALSE,0.89
61,11,89,1,9,0.5,FALSE,FALSE,0.5
61,12,89,17,9,13.43,FALSE,FALSE,0.79
61,13,89,73,9,48.18,TRUE,FALSE,0.66
62,1,89,10,10,7.5,FALSE,FALSE,0.75
62,3,89,34,10,22.44,TRUE,FALSE,0.66
62,4,89,3,10,2.37,FALSE,FALSE,0.79
62,5,89,18,10,12.24,TRUE,FALSE,0.68
62,7,89,6,10,3.6,FALSE,FALSE,0.6
62,8,89,2,10,1.78,FALSE,FALSE,0.89
62,10,89,2,10,1.78,FALSE,FALSE,0.89
62,11,89,6,10,4.44,FALSE,FALSE,0.74
62,12,89,16,10,12.64,FALSE,FALSE,0.79
62,13,89,57,10,37.62,TRUE,FALSE,0.66
63,1,89,26,11,13,TRUE,FALSE,0.5
63,2,89,7,11,4.13,FALSE,FALSE,0.59
63,3,89,43,11,28.38,TRUE,FALSE,0.66
63,4,89,8,11,5.36,TRUE,FALSE,0.67
63,5,89,17,11,13.26,FALSE,FALSE,0.78
63,7,89,11,11,7.81,FALSE,FALSE,0.71
63,9,89,4,11,3.16,FALSE,FALSE,0.79
63,11,89,11,11,5.5,TRUE,FALSE,0.5
63,12,89,42,11,28.14,TRUE,FALSE,0.67
63,13,89,43,11,28.38,TRUE,TRUE,0.66
64,2,89,12,12,7.08,TRUE,FALSE,0.59
64,3,89,9,12,5.94,TRUE,FALSE,0.66
64,5,89,20,12,15.6,FALSE,FALSE,0.78
64,7,89,15,12,10.53,FALSE,FALSE,0.702
64,8,89,3,12,2.97,FALSE,FALSE,0.99
64,9,89,8,12,6.32,FALSE,FALSE,0.79
64,10,89,2,12,1.82,FALSE,FALSE,0.91
64,12,89,34,12,26.86,FALSE,FALSE,0.79
64,13,89,17,12,11.22,TRUE,TRUE,0.66
65,1,89,14,13,10.5,FALSE,FALSE,0.75
65,2,89,10,13,5.9,FALSE,FALSE,0.59
65,3,89,31,13,21.08,FALSE,FALSE,0.68
65,4,89,3,13,2.37,FALSE,FALSE,0.79
65,5,89,18,13,14.04,FALSE,FALSE,0.78
65,7,89,26,13,18.56,FALSE,FALSE,0.713846153846154
65,8,89,3,13,2.97,FALSE,FALSE,0.99
65,9,89,3,13,2.37,FALSE,FALSE,0.79
65,10,89,5,13,4.55,FALSE,FALSE,0.91
65,11,89,2,13,1.5,FALSE,FALSE,0.75
65,12,89,18,13,14.22,FALSE,FALSE,0.79
65,13,89,20,13,13.6,FALSE,FALSE,0.68
66,1,89,17,14,12.75,FALSE,FALSE,0.75
66,2,89,5,14,2.95,FALSE,FALSE,0.59
66,3,89,14,14,9.52,FALSE,FALSE,0.68
66,4,89,1,14,0.79,FALSE,FALSE,0.79
66,5,89,8,14,6.24,FALSE,FALSE,0.78
66,7,89,14,14,9.74,FALSE,FALSE,0.695714285714286
66,9,89,3,14,2.37,FALSE,FALSE,0.79
66,11,89,2,14,1.5,FALSE,FALSE,0.75
66,12,89,11,14,8.69,FALSE,FALSE,0.79
66,13,89,31,14,21.08,FALSE,FALSE,0.68
67,1,89,3,15,2.25,FALSE,FALSE,0.75
67,2,89,20,15,11.8,FALSE,TRUE,0.59
67,3,89,17,15,11.56,FALSE,FALSE,0.68
67,5,89,5,15,3.9,FALSE,FALSE,0.78
67,7,89,19,15,13.14,FALSE,FALSE,0.691578947368421
67,8,89,1,15,0.99,FALSE,FALSE,0.99
67,9,89,4,15,3.16,FALSE,FALSE,0.79
67,10,89,1,15,0.99,FALSE,FALSE,0.99
67,12,89,11,15,8.69,FALSE,FALSE,0.79
67,13,89,21,15,14.28,FALSE,FALSE,0.68
68,1,89,3,16,2.25,FALSE,FALSE,0.75
68,2,89,2,16,1.48,FALSE,TRUE,0.74
68,4,89,2,16,1.58,FALSE,FALSE,0.79
68,5,89,7,16,5.46,FALSE,FALSE,0.78
68,7,89,7,16,4.76,FALSE,FALSE,0.68
68,9,89,4,16,3.16,FALSE,FALSE,0.79
68,12,89,15,16,11.85,FALSE,FALSE,0.79
68,13,89,10,16,6.8,FALSE,FALSE,0.68
69,1,89,7,17,5.25,FALSE,FALSE,0.75
69,2,89,6,17,4.98,FALSE,TRUE,0.83
69,3,89,20,17,13.6,FALSE,FALSE,0.68
69,4,89,5,17,3.95,FALSE,FALSE,0.79
69,7,89,8,17,5.88,FALSE,FALSE,0.735
69,9,89,10,17,7.9,FALSE,FALSE,0.79
69,11,89,5,17,3.75,FALSE,FALSE,0.75
69,12,89,11,17,8.69,FALSE,FALSE,0.79
69,13,89,24,17,16.32,FALSE,FALSE,0.68
70,1,89,3,18,2.25,FALSE,FALSE,0.75
70,2,89,2,18,1.66,FALSE,FALSE,0.83
70,3,89,15,18,10.2,FALSE,FALSE,0.68
70,4,89,2,18,1.58,FALSE,FALSE,0.79
70,5,89,16,18,10.88,TRUE,FALSE,0.68
70,7,89,17,18,11.89,FALSE,FALSE,0.699411764705882
70,9,89,6,18,4.74,FALSE,FALSE,0.79
70,10,89,6,18,5.94,FALSE,FALSE,0.99
70,11,89,2,18,1.5,FALSE,FALSE,0.75
70,12,89,22,18,17.38,FALSE,FALSE,0.79
70,13,89,26,18,17.68,FALSE,FALSE,0.68
71,1,89,7,19,5.25,FALSE,FALSE,0.75
71,3,89,9,19,6.12,FALSE,FALSE,0.68
71,4,89,5,19,3.75,FALSE,FALSE,0.75
71,5,89,16,19,12.48,FALSE,FALSE,0.78
71,7,89,6,19,4.3,FALSE,FALSE,0.716666666666667
71,9,89,6,19,4.74,FALSE,FALSE,0.79
71,11,89,4,19,3,FALSE,FALSE,0.75
71,12,89,14,19,11.06,FALSE,FALSE,0.79
71,13,89,37,19,25.16,FALSE,FALSE,0.68
72,1,89,5,20,3.75,FALSE,FALSE,0.75
72,2,89,2,20,1.66,FALSE,FALSE,0.83
72,3,89,16,20,10.88,FALSE,FALSE,0.68
72,5,89,16,20,12.48,FALSE,FALSE,0.78
72,7,89,17,20,12,FALSE,FALSE,0.705882352941177
72,8,89,2,20,1.98,FALSE,FALSE,0.99
72,9,89,8,20,6.32,FALSE,FALSE,0.79
72,10,89,4,20,3.96,FALSE,FALSE,0.99
72,11,89,4,20,3,FALSE,FALSE,0.75
72,12,89,20,20,15.8,FALSE,FALSE,0.79
72,13,89,20,20,13.6,FALSE,FALSE,0.68
73,1,89,6,21,4.5,FALSE,FALSE,0.75
73,2,89,3,21,2.61,FALSE,FALSE,0.87
73,3,89,28,21,19.04,FALSE,FALSE,0.68
73,5,89,2,21,1.56,FALSE,FALSE,0.78
73,7,89,14,21,9.85,FALSE,FALSE,0.703571428571429
73,8,89,1,21,0.99,FALSE,FALSE,0.99
73,9,89,7,21,5.53,FALSE,FALSE,0.79
73,10,89,2,21,1.98,FALSE,FALSE,0.99
73,12,89,9,21,7.11,FALSE,FALSE,0.79
73,13,89,17,21,11.56,FALSE,FALSE,0.68
74,1,89,4,22,3,FALSE,FALSE,0.75
74,2,89,1,22,0.89,FALSE,FALSE,0.89
74,3,89,12,22,8.16,FALSE,FALSE,0.68
74,4,89,1,22,0.79,FALSE,FALSE,0.79
74,5,89,17,22,13.26,FALSE,FALSE,0.78
74,7,89,26,22,18.23,FALSE,FALSE,0.701153846153846
74,8,89,5,22,4.95,FALSE,FALSE,0.99
74,9,89,6,22,4.74,FALSE,FALSE,0.79
74,10,89,2,22,1.98,FALSE,FALSE,0.99
74,11,89,1,22,0.75,FALSE,FALSE,0.75
74,12,89,11,22,8.69,FALSE,FALSE,0.79
74,13,89,25,22,17,FALSE,FALSE,0.68
75,1,89,5,23,3.75,FALSE,FALSE,0.75
75,3,89,24,23,16.32,FALSE,FALSE,0.68
75,4,89,3,23,2.37,FALSE,FALSE,0.79
75,5,89,5,23,3.9,FALSE,FALSE,0.78
75,7,89,17,23,12,FALSE,FALSE,0.705882352941177
75,9,89,10,23,7.9,FALSE,FALSE,0.79
75,10,89,3,23,2.73,FALSE,FALSE,0.91
75,11,89,4,23,3,FALSE,FALSE,0.75
75,12,89,9,23,7.11,FALSE,FALSE,0.79
75,13,89,22,23,14.96,FALSE,FALSE,0.68
76,1,89,3,24,2.25,FALSE,FALSE,0.75
76,2,89,3,24,2.67,FALSE,FALSE,0.89
76,3,89,21,24,14.28,FALSE,FALSE,0.68
76,5,89,13,24,10.14,FALSE,FALSE,0.78
76,7,89,12,24,8.49,FALSE,FALSE,0.7075
76,9,89,6,24,4.74,FALSE,FALSE,0.79
76,10,89,3,24,2.73,FALSE,FALSE,0.91
76,11,89,2,24,1.5,FALSE,FALSE,0.75
76,12,89,18,24,14.22,FALSE,FALSE,0.79
76,13,89,38,24,25.84,FALSE,FALSE,0.68
77,3,89,21,25,14.28,FALSE,FALSE,0.68
77,4,89,1,25,0.79,FALSE,FALSE,0.79
77,5,89,21,25,16.38,FALSE,FALSE,0.78
77,7,89,19,25,13.47,FALSE,FALSE,0.708947368421053
77,9,89,8,25,6.32,FALSE,FALSE,0.79
77,11,89,6,25,4.5,FALSE,FALSE,0.75
77,12,89,9,25,7.11,FALSE,FALSE,0.79
77,13,89,21,25,14.28,FALSE,FALSE,0.68
78,1,89,6,26,4.5,FALSE,FALSE,0.75
78,3,89,12,26,8.16,FALSE,FALSE,0.68
78,5,89,2,26,1.56,FALSE,FALSE,0.78
78,7,89,6,26,4.19,FALSE,FALSE,0.698333333333333
78,9,89,6,26,4.74,FALSE,FALSE,0.79
78,10,89,1,26,0.92,FALSE,FALSE,0.92
78,12,89,8,26,6.32,FALSE,FALSE,0.79
78,13,89,19,26,12.92,FALSE,FALSE,0.68
79,1,89,5,27,3.75,FALSE,FALSE,0.75
79,3,89,28,27,19.04,FALSE,FALSE,0.68
79,4,89,1,27,0.79,FALSE,FALSE,0.79
79,5,89,12,27,9.36,FALSE,FALSE,0.78
79,7,89,14,27,9.63,FALSE,FALSE,0.687857142857143
79,8,89,1,27,0.99,FALSE,FALSE,0.99
79,9,89,9,27,7.11,FALSE,FALSE,0.79
79,11,89,2,27,1.5,FALSE,FALSE,0.75
79,12,89,8,27,6.32,FALSE,FALSE,0.79
79,13,89,34,27,23.12,FALSE,FALSE,0.68
80,1,89,7,28,5.25,FALSE,FALSE,0.75
80,3,89,14,28,9.52,FALSE,FALSE,0.68
80,4,89,5,28,3.95,FALSE,FALSE,0.79
80,5,89,8,28,6.24,FALSE,FALSE,0.78
80,7,89,10,28,7.02,FALSE,FALSE,0.702
80,8,89,1,28,0.99,FALSE,FALSE,0.99
80,9,89,9,28,7.11,FALSE,FALSE,0.79
80,10,89,1,28,0.92,FALSE,FALSE,0.92
80,11,89,4,28,3,FALSE,FALSE,0.75
80,12,89,7,28,5.53,FALSE,FALSE,0.79
80,13,89,24,28,16.32,FALSE,FALSE,0.68
81,1,89,6,29,4.5,FALSE,FALSE,0.75
81,3,89,26,29,17.68,FALSE,FALSE,0.68
81,4,89,2,29,1.58,FALSE,FALSE,0.79
81,5,89,13,29,10.14,FALSE,FALSE,0.78
81,7,89,14,29,10.18,FALSE,FALSE,0.727142857142857
81,9,89,13,29,10.27,FALSE,FALSE,0.79
81,10,89,3,29,2.76,FALSE,FALSE,0.92
81,11,89,2,29,1.5,FALSE,FALSE,0.75
81,12,89,11,29,8.69,FALSE,FALSE,0.79
81,13,89,25,29,17,FALSE,FALSE,0.68
82,1,89,11,30,8.25,FALSE,FALSE,0.75
82,2,89,3,30,2.55,FALSE,FALSE,0.85
82,3,89,8,30,5.44,FALSE,FALSE,0.68
82,4,89,3,30,2.37,FALSE,FALSE,0.79
82,5,89,6,30,4.68,FALSE,FALSE,0.78
82,7,89,10,30,6.91,FALSE,FALSE,0.691
82,9,89,3,30,2.37,FALSE,FALSE,0.79
82,12,89,8,30,6.32,FALSE,FALSE,0.79
82,13,89,21,30,14.28,FALSE,FALSE,0.68
83,2,89,1,31,0.83,FALSE,FALSE,0.83
83,3,89,32,31,21.76,FALSE,FALSE,0.68
83,5,89,11,31,8.58,FALSE,FALSE,0.78
83,7,89,8,31,5.55,FALSE,FALSE,0.69375
83,9,89,12,31,10.88,FALSE,FALSE,0.906666666666667
83,11,89,5,31,3.75,FALSE,FALSE,0.75
83,12,89,10,31,7.9,FALSE,FALSE,0.79
83,13,89,25,31,17,FALSE,FALSE,0.68
84,1,89,4,32,3,FALSE,FALSE,0.75
84,2,89,1,32,0.89,FALSE,FALSE,0.89
84,3,89,22,32,14.96,FALSE,FALSE,0.68
84,5,89,22,32,14.96,TRUE,FALSE,0.68
84,7,89,27,32,19.24,FALSE,FALSE,0.712592592592593
84,9,89,10,32,8.3,FALSE,FALSE,0.83
84,12,89,16,32,12.64,FALSE,FALSE,0.79
84,13,89,22,32,14.96,FALSE,FALSE,0.68
85,1,89,6,33,4.5,FALSE,FALSE,0.75
85,2,89,3,33,2.21,FALSE,FALSE,0.736666666666667
85,3,89,17,33,11.56,FALSE,FALSE,0.68
85,5,89,14,33,10.92,FALSE,FALSE,0.78
85,7,89,15,33,10.75,FALSE,FALSE,0.716666666666667
85,8,89,4,33,3.96,FALSE,FALSE,0.99
85,9,89,14,33,11.46,FALSE,FALSE,0.818571428571429
85,10,89,2,33,1.84,FALSE,FALSE,0.92
85,12,89,8,33,6.32,FALSE,FALSE,0.79
85,13,89,22,33,14.96,FALSE,FALSE,0.68
86,1,89,12,34,9,FALSE,FALSE,0.75
86,2,89,12,34,8.37,FALSE,FALSE,0.6975
86,3,89,38,34,25.84,FALSE,FALSE,0.68
86,4,89,3,34,2.17,FALSE,FALSE,0.723333333333333
86,5,89,23,34,17.94,FALSE,FALSE,0.78
86,9,89,9,34,7.71,FALSE,FALSE,0.856666666666667
86,12,89,12,34,9.48,FALSE,FALSE,0.79
86,13,89,18,34,12.24,FALSE,FALSE,0.68
87,1,89,6,35,4.5,FALSE,FALSE,0.75
87,2,89,1,35,0.84,FALSE,FALSE,0.84
87,3,89,9,35,6.12,FALSE,FALSE,0.68
87,4,89,10,35,7.9,FALSE,FALSE,0.79
87,5,89,27,35,21.06,FALSE,FALSE,0.78
87,7,89,10,35,7.35,FALSE,FALSE,0.735
87,8,89,2,35,1.98,FALSE,FALSE,0.99
87,9,89,15,35,11.85,FALSE,FALSE,0.79
87,10,89,1,35,0.92,FALSE,FALSE,0.92
87,11,89,1,35,0.75,FALSE,FALSE,0.75
87,12,89,24,35,18.96,FALSE,FALSE,0.79
87,13,89,28,35,19.04,FALSE,FALSE,0.68
88,1,89,7,36,5.25,FALSE,FALSE,0.75
88,2,89,6,36,3.54,TRUE,FALSE,0.59
88,3,89,23,36,14.49,FALSE,FALSE,0.63
88,4,89,3,36,2.37,FALSE,FALSE,0.79
88,5,89,13,36,10.14,FALSE,FALSE,0.78
88,7,89,22,36,15.51,FALSE,FALSE,0.705
88,8,89,3,36,2.97,FALSE,FALSE,0.99
88,9,89,6,36,4.74,FALSE,FALSE,0.79
88,10,89,3,36,2.76,FALSE,FALSE,0.92
88,11,89,4,36,3,FALSE,FALSE,0.75
88,12,89,3,36,2.37,FALSE,FALSE,0.79
88,13,89,23,36,14.49,FALSE,FALSE,0.63
89,1,89,9,37,6.75,FALSE,FALSE,0.75
89,2,89,15,37,9.9,TRUE,TRUE,0.66
89,3,89,30,37,18.9,FALSE,FALSE,0.63
89,4,89,3,37,2.37,FALSE,FALSE,0.79
89,5,89,16,37,12.48,FALSE,FALSE,0.78
89,7,89,14,37,9.96,FALSE,FALSE,0.711428571428572
89,9,89,32,37,25.28,FALSE,FALSE,0.79
89,10,89,1,37,0.92,FALSE,FALSE,0.92
89,11,89,1,37,0.75,FALSE,FALSE,0.75
89,12,89,11,37,8.69,FALSE,FALSE,0.79
89,13,89,26,37,16.38,FALSE,FALSE,0.63
90,1,89,4,38,3,FALSE,FALSE,0.75
90,2,89,9,38,5.94,FALSE,TRUE,0.66
90,3,89,25,38,15.75,FALSE,FALSE,0.63
90,4,89,3,38,2.37,FALSE,FALSE,0.79
90,5,89,9,38,7.02,FALSE,FALSE,0.78
90,7,89,11,38,7.81,FALSE,FALSE,0.71
90,9,89,11,38,8.69,FALSE,FALSE,0.79
90,10,89,3,38,2.76,FALSE,FALSE,0.92
90,11,89,12,38,9,FALSE,FALSE,0.75
90,12,89,24,38,18.96,FALSE,FALSE,0.79
90,13,89,41,38,25.83,FALSE,FALSE,0.63
91,1,89,15,39,9.9,FALSE,TRUE,0.66
91,2,89,2,39,1.32,FALSE,TRUE,0.66
91,3,89,2,39,1.36,FALSE,FALSE,0.68
91,4,89,4,39,3.16,FALSE,FALSE,0.79
91,5,89,26,39,20.28,FALSE,FALSE,0.78
91,7,89,3,39,2.04,FALSE,FALSE,0.68
91,9,89,2,39,1.58,FALSE,FALSE,0.79
91,10,89,4,39,3.68,FALSE,FALSE,0.92
91,11,89,2,39,1.32,FALSE,FALSE,0.66
91,12,89,9,39,7.11,FALSE,FALSE,0.79
91,13,89,2,39,1.36,FALSE,FALSE,0.68
92,1,89,7,40,4.62,TRUE,TRUE,0.66
92,2,89,12,40,8.61,FALSE,TRUE,0.7175
92,3,89,19,40,12.92,FALSE,FALSE,0.68
92,4,89,4,40,3.16,FALSE,FALSE,0.79
92,5,89,24,40,18.72,FALSE,FALSE,0.78
92,7,89,7,40,4.98,FALSE,FALSE,0.711428571428572
92,10,89,1,40,0.93,FALSE,FALSE,0.93
92,11,89,3,40,1.98,TRUE,TRUE,0.66
92,12,89,22,40,17.38,FALSE,FALSE,0.79
92,13,89,17,40,11.56,FALSE,FALSE,0.68
93,1,89,3,41,2.01,FALSE,TRUE,0.67
93,3,89,17,41,11.05,FALSE,FALSE,0.65
93,4,89,6,41,4.74,FALSE,FALSE,0.79
93,5,89,26,41,13,TRUE,FALSE,0.5
93,7,89,17,41,12.03,FALSE,FALSE,0.707647058823529
93,11,89,5,41,3.3,FALSE,TRUE,0.66
93,12,89,49,41,38.71,FALSE,FALSE,0.79
93,13,89,27,41,17.55,FALSE,FALSE,0.65
94,1,89,5,42,3.3,FALSE,TRUE,0.66
94,2,89,1,42,0.89,FALSE,FALSE,0.89
94,3,89,30,42,19.5,FALSE,FALSE,0.65
94,4,89,3,42,2.37,FALSE,FALSE,0.79
94,5,89,34,42,26.52,FALSE,FALSE,0.78
94,7,89,1,42,0.79,FALSE,FALSE,0.79
94,9,89,7,42,5.53,FALSE,FALSE,0.79
94,11,89,4,42,3.12,FALSE,TRUE,0.78
94,12,89,22,42,17.38,FALSE,FALSE,0.79
94,13,89,37,42,24.05,FALSE,FALSE,0.65
95,1,89,18,43,13.82,FALSE,TRUE,0.767777777777778
95,2,89,1,43,0.83,FALSE,TRUE,0.83
95,3,89,76,43,45.6,TRUE,FALSE,0.6
95,4,89,5,43,3.95,FALSE,FALSE,0.79
95,5,89,19,43,14.82,FALSE,FALSE,0.78
95,7,89,16,43,9.98,FALSE,FALSE,0.62375
95,9,89,4,43,3.16,FALSE,FALSE,0.79
95,10,89,1,43,0.93,TRUE,FALSE,0.93
95,11,89,6,43,4.42,FALSE,TRUE,0.736666666666667
95,12,89,35,43,27.65,FALSE,FALSE,0.79
95,13,89,121,43,72.6,TRUE,TRUE,0.6
96,1,89,13,44,8.58,FALSE,TRUE,0.66
96,2,89,2,44,1.2,FALSE,FALSE,0.6
96,3,89,61,44,36.6,TRUE,FALSE,0.6
96,4,89,6,44,4.74,FALSE,FALSE,0.79
96,5,89,21,44,16.38,FALSE,FALSE,0.78
96,7,89,26,44,16.92,FALSE,FALSE,0.650769230769231
96,8,89,4,44,3.96,FALSE,FALSE,0.99
96,9,89,9,44,7.11,FALSE,FALSE,0.79
96,11,89,4,44,3.33,FALSE,TRUE,0.8325
96,12,89,27,44,21.33,FALSE,FALSE,0.79
96,13,89,82,44,49.2,TRUE,TRUE,0.6
97,1,89,15,45,9.9,FALSE,TRUE,0.66
97,2,89,8,45,5.95,TRUE,FALSE,0.74375
97,3,89,81,45,48.6,TRUE,FALSE,0.6
97,4,89,4,45,3.16,FALSE,FALSE,0.79
97,5,89,26,45,13,TRUE,FALSE,0.5
97,7,89,25,45,17.64,FALSE,FALSE,0.7056
97,8,89,2,45,1.98,TRUE,FALSE,0.99
97,9,89,7,45,5.53,FALSE,FALSE,0.79
97,11,89,13,45,9.27,FALSE,TRUE,0.713076923076923
97,12,89,26,45,20.14,FALSE,FALSE,0.774615384615385
97,13,89,42,45,25.2,TRUE,FALSE,0.6
98,1,89,128,46,64,TRUE,TRUE,0.5
98,3,89,256,46,153.6,TRUE,TRUE,0.6
98,4,89,2,46,1.58,FALSE,FALSE,0.79
98,5,89,36,46,28.08,FALSE,FALSE,0.78
98,7,89,16,46,10.59,FALSE,FALSE,0.661875
98,8,89,8,46,5.36,TRUE,FALSE,0.67
98,9,89,4,46,3.16,FALSE,FALSE,0.79
98,10,89,4,46,2.68,TRUE,FALSE,0.67
98,11,89,38,46,19,TRUE,TRUE,0.5
98,12,89,24,46,18.96,FALSE,FALSE,0.79
98,13,89,41,46,24.6,TRUE,FALSE,0.6
99,1,89,45,47,22.5,TRUE,TRUE,0.5
99,3,89,69,47,41.4,FALSE,FALSE,0.6
99,4,89,2,47,1.58,FALSE,FALSE,0.79
99,5,89,31,47,24.18,FALSE,FALSE,0.78
99,7,89,7,47,4.53,FALSE,FALSE,0.647142857142857
99,8,89,2,47,1.34,TRUE,FALSE,0.67
99,9,89,12,47,9.48,TRUE,FALSE,0.79
99,10,89,5,47,3.35,TRUE,FALSE,0.67
99,11,89,2,47,1,TRUE,FALSE,0.5
